Gmt time,Open,High,Low,Close,Volume
07.04.2022 19:00:00.000,1.08799,1.08821,1.08676,1.08722,4052.03
07.04.2022 20:00:00.000,1.08720,1.08817,1.08698,1.08769,2310.8
07.04.2022 21:00:00.000,1.08768,1.08815,1.08768,1.08789,407.948
07.04.2022 22:00:00.000,1.08789,1.08821,1.08722,1.08749,2817.52
07.04.2022 23:00:00.000,1.08752,1.08753,1.08602,1.08640,2024.51
08.04.2022 00:00:00.000,1.08638,1.08717,1.08576,1.08619,5024.6802
08.04.2022 01:00:00.000,1.08619,1.08695,1.08587,1.08656,3834.54
08.04.2022 02:00:00.000,1.08658,1.08681,1.08568,1.08588,2610.1799
08.04.2022 03:00:00.000,1.08587,1.08646,1.08565,1.08638,1103.29
08.04.2022 04:00:00.000,1.08637,1.08637,1.08547,1.08547,1290.45
08.04.2022 05:00:00.000,1.08552,1.08678,1.08551,1.08677,2530.01
08.04.2022 06:00:00.000,1.08676,1.08690,1.08584,1.08617,4236.1401
08.04.2022 07:00:00.000,1.08615,1.08676,1.08480,1.08672,6940.3901
08.04.2022 08:00:00.000,1.08671,1.08790,1.08605,1.08666,11418.5703
08.04.2022 09:00:00.000,1.08665,1.08793,1.08642,1.08690,6729.8501
08.04.2022 10:00:00.000,1.08687,1.08917,1.08631,1.08861,8778.7598
08.04.2022 11:00:00.000,1.08861,1.08880,1.08589,1.08634,6805.6099
08.04.2022 12:00:00.000,1.08633,1.08662,1.08500,1.08529,6969.5601
08.04.2022 13:00:00.000,1.08529,1.08577,1.08364,1.08399,11584.3701
08.04.2022 14:00:00.000,1.08397,1.08806,1.08389,1.08726,8841.8701
08.04.2022 15:00:00.000,1.08725,1.08815,1.08699,1.08740,6999.9302
08.04.2022 16:00:00.000,1.08738,1.08766,1.08677,1.08721,3090.6201
08.04.2022 17:00:00.000,1.08727,1.08754,1.08650,1.08718,4166.1201
08.04.2022 18:00:00.000,1.08718,1.08851,1.08697,1.08834,5458.9302
08.04.2022 19:00:00.000,1.08838,1.08848,1.08750,1.08780,4096.27
08.04.2022 20:00:00.000,1.08781,1.08788,1.08720,1.08744,2430.51
10.04.2022 21:00:00.000,1.09202,1.09202,1.09013,1.09084,562.0898
10.04.2022 22:00:00.000,1.09087,1.09138,1.08858,1.08915,7400.4341
10.04.2022 23:00:00.000,1.08916,1.08937,1.08841,1.08841,2521.47
11.04.2022 00:00:00.000,1.08842,1.08924,1.08801,1.08878,3171.6201
11.04.2022 01:00:00.000,1.08879,1.08946,1.08850,1.08903,3463.25
11.04.2022 02:00:00.000,1.08903,1.08908,1.08750,1.08764,3082.3201
11.04.2022 03:00:00.000,1.08764,1.08865,1.08761,1.08831,2191.27
11.04.2022 04:00:00.000,1.08833,1.08875,1.08798,1.08849,1601.91
11.04.2022 05:00:00.000,1.08850,1.08929,1.08810,1.08925,2584.8101
11.04.2022 06:00:00.000,1.08925,1.08929,1.08739,1.08821,6329.6602
11.04.2022 07:00:00.000,1.08824,1.09135,1.08777,1.09098,9978.5801
11.04.2022 08:00:00.000,1.09096,1.09193,1.09035,1.09070,10663.8301
11.04.2022 09:00:00.000,1.09070,1.09281,1.09037,1.09251,7000.9902
11.04.2022 10:00:00.000,1.09252,1.09332,1.09048,1.09124,9092.4902
11.04.2022 11:00:00.000,1.09123,1.09135,1.08978,1.09009,7416.6201
11.04.2022 12:00:00.000,1.09010,1.09059,1.08922,1.09051,7640.6401
11.04.2022 13:00:00.000,1.09051,1.09058,1.08791,1.08811,8977.6396
11.04.2022 14:00:00.000,1.08810,1.08983,1.08777,1.08957,8262.7803
11.04.2022 15:00:00.000,1.08956,1.08995,1.08735,1.08756,7391.0801
11.04.2022 16:00:00.000,1.08755,1.08848,1.08727,1.08777,3864.25
11.04.2022 17:00:00.000,1.08777,1.08886,1.08774,1.08824,5663.7202
11.04.2022 18:00:00.000,1.08824,1.08945,1.08805,1.08898,6179.5298
11.04.2022 19:00:00.000,1.08900,1.08907,1.08816,1.08842,5656.7202
11.04.2022 20:00:00.000,1.08840,1.08851,1.08800,1.08829,1923.4
11.04.2022 21:00:00.000,1.08829,1.08849,1.08814,1.08832,1735.661
11.04.2022 22:00:00.000,1.08833,1.08859,1.08798,1.08803,4089.71
11.04.2022 23:00:00.000,1.08805,1.08855,1.08766,1.08769,5243.1201
12.04.2022 00:00:00.000,1.08769,1.08873,1.08709,1.08744,10255.0801
12.04.2022 01:00:00.000,1.08744,1.08745,1.08665,1.08708,7348.27
12.04.2022 02:00:00.000,1.08708,1.08748,1.08666,1.08712,8112
12.04.2022 03:00:00.000,1.08713,1.08766,1.08710,1.08745,5280.7998
12.04.2022 04:00:00.000,1.08746,1.08830,1.08746,1.08792,5342.0298
12.04.2022 05:00:00.000,1.08792,1.08818,1.08699,1.08704,9680.0195
12.04.2022 06:00:00.000,1.08703,1.08722,1.08599,1.08603,11932.5303
12.04.2022 07:00:00.000,1.08602,1.08727,1.08533,1.08706,14137.2998
12.04.2022 08:00:00.000,1.08708,1.08713,1.08552,1.08619,9827.0996
12.04.2022 09:00:00.000,1.08619,1.08737,1.08597,1.08735,7954.1899
12.04.2022 10:00:00.000,1.08735,1.08738,1.08654,1.08668,6811.3701
12.04.2022 11:00:00.000,1.08670,1.08684,1.08545,1.08623,10463.5898
12.04.2022 12:00:00.000,1.08624,1.09036,1.08507,1.08958,22943.3496
12.04.2022 13:00:00.000,1.08956,1.09032,1.08687,1.08700,22662.7207
12.04.2022 14:00:00.000,1.08700,1.08883,1.08699,1.08726,18717.5703
12.04.2022 15:00:00.000,1.08726,1.08751,1.08513,1.08525,14583.8203
12.04.2022 16:00:00.000,1.08526,1.08649,1.08321,1.08416,15401.7402
12.04.2022 17:00:00.000,1.08412,1.08446,1.08276,1.08285,11640.1299
12.04.2022 18:00:00.000,1.08286,1.08319,1.08211,1.08276,4733.2998
12.04.2022 19:00:00.000,1.08276,1.08336,1.08276,1.08306,3816.24
12.04.2022 20:00:00.000,1.08305,1.08311,1.08253,1.08262,1607.76
12.04.2022 21:00:00.000,1.08260,1.08292,1.08256,1.08275,890.05
12.04.2022 22:00:00.000,1.08275,1.08313,1.08260,1.08282,5515.6201
12.04.2022 23:00:00.000,1.08281,1.08286,1.08232,1.08260,3004.97
13.04.2022 00:00:00.000,1.08259,1.08292,1.08113,1.08156,8799.6201
13.04.2022 01:00:00.000,1.08158,1.08307,1.08143,1.08298,9825.2197
13.04.2022 02:00:00.000,1.08297,1.08385,1.08280,1.08349,12094.1904
13.04.2022 03:00:00.000,1.08349,1.08408,1.08328,1.08371,8076.3799
13.04.2022 04:00:00.000,1.08371,1.08387,1.08292,1.08332,7396.27
13.04.2022 05:00:00.000,1.08333,1.08439,1.08293,1.08434,8502.4297
13.04.2022 06:00:00.000,1.08434,1.08447,1.08212,1.08217,15431.8496
13.04.2022 07:00:00.000,1.08218,1.08399,1.08150,1.08380,12292.4404
13.04.2022 08:00:00.000,1.08380,1.08389,1.08270,1.08368,10013.3799
13.04.2022 09:00:00.000,1.08368,1.08368,1.08251,1.08348,8241.8701
13.04.2022 10:00:00.000,1.08348,1.08353,1.08232,1.08268,6756.6499
13.04.2022 11:00:00.000,1.08267,1.08477,1.08258,1.08306,10978.6797
13.04.2022 12:00:00.000,1.08310,1.08347,1.08150,1.08180,16900.2598
13.04.2022 13:00:00.000,1.08179,1.08272,1.08088,1.08168,12702.7803
13.04.2022 14:00:00.000,1.08169,1.08486,1.08145,1.08474,11568
13.04.2022 15:00:00.000,1.08473,1.08732,1.08451,1.08717,10061.0596
13.04.2022 16:00:00.000,1.08716,1.08942,1.08716,1.08818,13717.9297
13.04.2022 17:00:00.000,1.08819,1.08859,1.08734,1.08748,9283.5596
13.04.2022 18:00:00.000,1.08747,1.08871,1.08716,1.08856,7070.2202
13.04.2022 19:00:00.000,1.08855,1.08906,1.08825,1.08829,6204.2002
13.04.2022 20:00:00.000,1.08828,1.08928,1.08828,1.08901,2350.27
13.04.2022 21:00:00.000,1.08901,1.08924,1.08763,1.08888,1560.3008
13.04.2022 22:00:00.000,1.08886,1.08927,1.08867,1.08894,5266.8301
13.04.2022 23:00:00.000,1.08896,1.08973,1.08893,1.08950,4654.9199
14.04.2022 00:00:00.000,1.08951,1.08998,1.08826,1.08847,11121.4004
14.04.2022 01:00:00.000,1.08847,1.09088,1.08827,1.09061,9603.0596
14.04.2022 02:00:00.000,1.09060,1.09081,1.09017,1.09019,7237.2998
14.04.2022 03:00:00.000,1.09019,1.09093,1.09019,1.09070,6447.2402
14.04.2022 04:00:00.000,1.09070,1.09128,1.09034,1.09121,3924.29
14.04.2022 05:00:00.000,1.09122,1.09180,1.09093,1.09100,6395.5
14.04.2022 06:00:00.000,1.09102,1.09233,1.09099,1.09181,9514.2695
14.04.2022 07:00:00.000,1.09183,1.09195,1.09034,1.09082,14377.6504
14.04.2022 08:00:00.000,1.09081,1.09123,1.09030,1.09080,8388.8701
14.04.2022 09:00:00.000,1.09078,1.09176,1.09016,1.09136,6470.9502
14.04.2022 10:00:00.000,1.09138,1.09171,1.09013,1.09057,5097.98
14.04.2022 11:00:00.000,1.09053,1.09169,1.08632,1.08652,21265.4297
14.04.2022 12:00:00.000,1.08654,1.08904,1.08436,1.08474,39066.7617
14.04.2022 13:00:00.000,1.08474,1.08487,1.07575,1.07707,31424.1602
14.04.2022 14:00:00.000,1.07707,1.07982,1.07687,1.07776,14632.6699
14.04.2022 15:00:00.000,1.07776,1.08175,1.07735,1.07970,18874.1602
14.04.2022 16:00:00.000,1.07971,1.08315,1.07946,1.08160,19670.8105
14.04.2022 17:00:00.000,1.08160,1.08268,1.08088,1.08240,9130.5801
14.04.2022 18:00:00.000,1.08241,1.08312,1.08207,1.08301,6984.73
14.04.2022 19:00:00.000,1.08300,1.08347,1.08236,1.08243,7611.6401
14.04.2022 20:00:00.000,1.08244,1.08342,1.08242,1.08281,2878.95
14.04.2022 21:00:00.000,1.08282,1.08299,1.08248,1.08281,632.329
14.04.2022 22:00:00.000,1.08285,1.08289,1.08219,1.08231,7749.8838
14.04.2022 23:00:00.000,1.08232,1.08258,1.08137,1.08209,22088.2598
15.04.2022 00:00:00.000,1.08211,1.08216,1.07975,1.08087,10765.6904
15.04.2022 01:00:00.000,1.08087,1.08151,1.08056,1.08123,14193.2402
15.04.2022 02:00:00.000,1.08123,1.08139,1.07964,1.07972,19276.1895
15.04.2022 03:00:00.000,1.07973,1.08071,1.07968,1.08043,29812.2891
15.04.2022 04:00:00.000,1.08040,1.08063,1.08018,1.08052,6421.7998
15.04.2022 05:00:00.000,1.08053,1.08074,1.08042,1.08055,6459.79
15.04.2022 06:00:00.000,1.08054,1.08076,1.08019,1.08025,4232.1182
15.04.2022 07:00:00.000,1.08024,1.08121,1.08021,1.08114,2989.9529
15.04.2022 08:00:00.000,1.08114,1.08236,1.08092,1.08184,2537.04
15.04.2022 09:00:00.000,1.08184,1.08194,1.08122,1.08134,4696.5601
15.04.2022 10:00:00.000,1.08135,1.08171,1.08068,1.08084,13148.5596
15.04.2022 11:00:00.000,1.08084,1.08152,1.08044,1.08150,3774.22
15.04.2022 12:00:00.000,1.08150,1.08197,1.08105,1.08125,5688.5898
15.04.2022 13:00:00.000,1.08127,1.08133,1.08061,1.08126,5145.0801
15.04.2022 14:00:00.000,1.08126,1.08130,1.08061,1.08078,2606.24
15.04.2022 15:00:00.000,1.08074,1.08105,1.08051,1.08081,3700.7
15.04.2022 16:00:00.000,1.08079,1.08097,1.08053,1.08057,1439.25
15.04.2022 17:00:00.000,1.08059,1.08112,1.08047,1.08091,1600.62
15.04.2022 18:00:00.000,1.08091,1.08108,1.08072,1.08093,1591.47
15.04.2022 19:00:00.000,1.08095,1.08095,1.08059,1.08080,1350.9117
15.04.2022 20:00:00.000,1.08081,1.08138,1.08055,1.08057,5191.96
17.04.2022 21:00:00.000,1.08029,1.08083,1.08009,1.08080,380.77
17.04.2022 22:00:00.000,1.08080,1.08214,1.08031,1.08203,8521.5303
17.04.2022 23:00:00.000,1.08204,1.08216,1.08125,1.08139,9467.6299
18.04.2022 00:00:00.000,1.08138,1.08156,1.07936,1.08008,8477.1396
18.04.2022 01:00:00.000,1.08007,1.08119,1.07957,1.08067,15638.3096
18.04.2022 02:00:00.000,1.08067,1.08092,1.07958,1.08017,6161.5
18.04.2022 03:00:00.000,1.08020,1.08027,1.07907,1.07928,5531.8701
18.04.2022 04:00:00.000,1.07930,1.07965,1.07892,1.07923,4764.0298
18.04.2022 05:00:00.000,1.07924,1.07948,1.07886,1.07943,5135.48
18.04.2022 06:00:00.000,1.07942,1.08001,1.07904,1.07936,4742.0898
18.04.2022 07:00:00.000,1.07936,1.08036,1.07870,1.07912,5326.04
18.04.2022 08:00:00.000,1.07911,1.07946,1.07831,1.07918,4164.0098
18.04.2022 09:00:00.000,1.07917,1.07982,1.07894,1.07927,3381.29
18.04.2022 10:00:00.000,1.07926,1.08012,1.07900,1.08005,4363.4702
18.04.2022 11:00:00.000,1.08005,1.08135,1.08005,1.08091,6822.46
18.04.2022 12:00:00.000,1.08092,1.08145,1.07990,1.08049,7886.8101
18.04.2022 13:00:00.000,1.08048,1.08107,1.07965,1.08005,13655.0596
18.04.2022 14:00:00.000,1.08006,1.08046,1.07909,1.07924,7582.3901
18.04.2022 15:00:00.000,1.07925,1.07978,1.07830,1.07837,6263.9702
18.04.2022 16:00:00.000,1.07834,1.07866,1.07698,1.07728,5853.4399
18.04.2022 17:00:00.000,1.07726,1.07838,1.07713,1.07828,5111.5298
18.04.2022 18:00:00.000,1.07828,1.07862,1.07824,1.07842,5790.4399
18.04.2022 19:00:00.000,1.07839,1.07842,1.07779,1.07829,7802.8599
18.04.2022 20:00:00.000,1.07830,1.07837,1.07804,1.07804,1991.37
18.04.2022 21:00:00.000,1.07809,1.07815,1.07751,1.07781,1428.4462
18.04.2022 22:00:00.000,1.07781,1.07879,1.07765,1.07809,4370.46
18.04.2022 23:00:00.000,1.07809,1.07846,1.07754,1.07799,4657.2998
19.04.2022 00:00:00.000,1.07799,1.07874,1.07729,1.07789,10688.2002
19.04.2022 01:00:00.000,1.07790,1.07842,1.07753,1.07769,12444.4697
19.04.2022 02:00:00.000,1.07769,1.07778,1.07610,1.07686,7116.6001
19.04.2022 03:00:00.000,1.07685,1.07752,1.07668,1.07724,7183.2202
19.04.2022 04:00:00.000,1.07724,1.07815,1.07672,1.07719,7687.3599
19.04.2022 05:00:00.000,1.07718,1.07771,1.07665,1.07743,8245.1699
19.04.2022 06:00:00.000,1.07742,1.07877,1.07672,1.07825,9628.75
19.04.2022 07:00:00.000,1.07827,1.08027,1.07813,1.08018,12007
19.04.2022 08:00:00.000,1.08021,1.08145,1.07932,1.08107,9473.4902
19.04.2022 09:00:00.000,1.08108,1.08112,1.07936,1.07982,7537.2002
19.04.2022 10:00:00.000,1.07980,1.07980,1.07846,1.07938,4968.4399
19.04.2022 11:00:00.000,1.07937,1.07972,1.07850,1.07957,5536.96
19.04.2022 12:00:00.000,1.07958,1.08042,1.07887,1.07937,9858.9102
19.04.2022 13:00:00.000,1.07938,1.08082,1.07858,1.08058,12623.1504
19.04.2022 14:00:00.000,1.08061,1.08062,1.07848,1.07854,15877.5098
19.04.2022 15:00:00.000,1.07854,1.07960,1.07818,1.07893,13171.6504
19.04.2022 16:00:00.000,1.07893,1.07980,1.07836,1.07964,5427.2402
19.04.2022 17:00:00.000,1.07965,1.08032,1.07887,1.07890,4602.7202
19.04.2022 18:00:00.000,1.07890,1.07947,1.07822,1.07901,6783.3101
19.04.2022 19:00:00.000,1.07899,1.07918,1.07828,1.07887,5939.27
19.04.2022 20:00:00.000,1.07886,1.07919,1.07848,1.07880,2501.1899
19.04.2022 21:00:00.000,1.07880,1.07903,1.07849,1.07894,6126.5298
19.04.2022 22:00:00.000,1.07890,1.07924,1.07872,1.07899,3229.52
19.04.2022 23:00:00.000,1.07900,1.07952,1.07872,1.07941,2961.4399
20.04.2022 00:00:00.000,1.07942,1.07989,1.07870,1.07963,4881.3799
20.04.2022 01:00:00.000,1.07964,1.08009,1.07838,1.07968,8644.4297
20.04.2022 02:00:00.000,1.07967,1.08094,1.07925,1.08071,7406.8599
20.04.2022 03:00:00.000,1.08075,1.08226,1.08059,1.08186,7827.3198
20.04.2022 04:00:00.000,1.08187,1.08221,1.08148,1.08202,4944.8198
20.04.2022 05:00:00.000,1.08200,1.08200,1.08128,1.08164,4487.8398
20.04.2022 06:00:00.000,1.08163,1.08180,1.08078,1.08130,5116.0801
20.04.2022 07:00:00.000,1.08131,1.08186,1.08070,1.08091,6636.3599
20.04.2022 08:00:00.000,1.08091,1.08412,1.08057,1.08396,5782.6001
20.04.2022 09:00:00.000,1.08397,1.08670,1.08295,1.08541,8783.2998
20.04.2022 10:00:00.000,1.08541,1.08655,1.08510,1.08586,7240.21
20.04.2022 11:00:00.000,1.08583,1.08590,1.08250,1.08265,6995.5801
20.04.2022 12:00:00.000,1.08265,1.08328,1.08205,1.08289,8693.7305
20.04.2022 13:00:00.000,1.08290,1.08435,1.08219,1.08415,10847.2002
20.04.2022 14:00:00.000,1.08414,1.08657,1.08413,1.08645,11953.1699
20.04.2022 15:00:00.000,1.08643,1.08661,1.08466,1.08546,6731.5898
20.04.2022 16:00:00.000,1.08545,1.08598,1.08408,1.08428,4757.2202
20.04.2022 17:00:00.000,1.08428,1.08523,1.08397,1.08515,5945.0601
20.04.2022 18:00:00.000,1.08515,1.08573,1.08401,1.08412,6305.2002
20.04.2022 19:00:00.000,1.08411,1.08543,1.08406,1.08535,5287.6602
20.04.2022 20:00:00.000,1.08535,1.08548,1.08476,1.08514,1724.46
20.04.2022 21:00:00.000,1.08505,1.08520,1.08395,1.08506,4740.3101
20.04.2022 22:00:00.000,1.08508,1.08543,1.08458,1.08527,5807.7397
20.04.2022 23:00:00.000,1.08527,1.08544,1.08467,1.08493,6212.3799
21.04.2022 00:00:00.000,1.08491,1.08505,1.08311,1.08355,13121.5898
21.04.2022 01:00:00.000,1.08356,1.08435,1.08345,1.08376,15339.5
21.04.2022 02:00:00.000,1.08376,1.08376,1.08242,1.08260,7290.96
21.04.2022 03:00:00.000,1.08258,1.08316,1.08234,1.08304,7276.9102
21.04.2022 04:00:00.000,1.08305,1.08352,1.08289,1.08321,6348.1401
21.04.2022 05:00:00.000,1.08320,1.08517,1.08315,1.08468,15194.7002
21.04.2022 06:00:00.000,1.08468,1.09035,1.08459,1.09021,20479.0098
